Dublin_Postcodes,SubCat,Year,Propery_Size,S_Location,Location,RegionFilter,Status,Values_,ObjectId
D_Postcodes,Annual Change,2013,b. One bed,Dublin 9,Dublin 9,Eastern & Midland,County,4.9,3101
D_Postcodes,Rent Price,2013,b. One bed,Dublin 9,Dublin 9,Eastern & Midland,County,655.03,3102
D_Postcodes,Annual Change,2013,b. One bed,Dublin 16,Dublin 16,Eastern & Midland,County,4.3,3147
D_Postcodes,Rent Price,2013,b. One bed,Dublin 16,Dublin 16,Eastern & Midland,County,877.81,3150
D_Postcodes,Annual Change,2013,b. One bed,Dublin 18,Dublin 18,Eastern & Midland,County,2.3,3161
D_Postcodes,Rent Price,2013,b. One bed,Dublin 18,Dublin 18,Eastern & Midland,County,947.35,3163
D_Postcodes,Annual Change,2013,b. One bed,Dublin 14,Dublin 14,Eastern & Midland,County,2.3,3183
D_Postcodes,Rent Price,2013,b. One bed,Dublin 14,Dublin 14,Eastern & Midland,County,902.73,3184
D_Postcodes,Annual Change,2013,b. One bed,Dublin 20,Dublin 20,Eastern & Midland,County,4.8,3231
D_Postcodes,Rent Price,2013,b. One bed,Dublin 20,Dublin 20,Eastern & Midland,County,780.62,3232
County,Annual Change,2013,b. One bed,zn. Kilkenny,Kilkenny,Southern,County,-1.3,3262
County,Rent Price,2013,b. One bed,zn. Kilkenny,Kilkenny,Southern,County,442.84,3266
D_Postcodes,Annual Change,2013,b. One bed,Dublin 24,Dublin 24,Eastern & Midland,County,2.5,3280
D_Postcodes,Rent Price,2013,b. One bed,Dublin 24,Dublin 24,Eastern & Midland,County,759.38,3285
County,Annual Change,2013,b. One bed,zkk. Limerick City,Limerick City,Southern,County,-3,3294
County,Rent Price,2013,b. One bed,zkk. Limerick City,Limerick City,Southern,County,447.7,3295
County,Annual Change,2013,b. One bed,w. Longford,Longford,Eastern & Midland,County,-3.4,3323
County,Rent Price,2013,b. One bed,w. Longford,Longford,Eastern & Midland,County,312.49,3324
County,Annual Change,2013,b. One bed,u. Louth,Louth,Eastern & Midland,County,0.5,3370
County,Rent Price,2013,b. One bed,u. Louth,Louth,Eastern & Midland,County,491.6,3374
County,Annual Change,2013,b. One bed,s. Meath,Meath,Eastern & Midland,County,-1.6,3409
County,Rent Price,2013,b. One bed,s. Meath,Meath,Eastern & Midland,County,499.54,3413
County,Annual Change,2013,b. One bed,zk. Limerick,Limerick,Southern,County,-3.4,3420
County,Annual Change,2013,b. One bed,zh. Mayo,Mayo,Northern & Western,County,-6,3439
County,Rent Price,2013,b. One bed,zh. Mayo,Mayo,Northern & Western,County,396.25,3440
County,Rent Price,2013,b. One bed,zk. Limerick,Limerick,Southern,County,438.12,3443
County,Annual Change,2013,b. One bed,ze. Galway,Galway,Northern & Western,County,0.8,3450
County,Rent Price,2013,b. One bed,ze. Galway,Galway,Northern & Western,County,535.5,3452
County,Annual Change,2013,b. One bed,zf. Galway City,Galway City,Northern & Western,County,1.1,3515
County,Rent Price,2013,b. One bed,zf. Galway City,Galway City,Northern & Western,County,575.46,3516
County,Annual Change,2013,b. One bed,zt. Kerry,Kerry,Southern,County,0.2,3544
County,Rent Price,2013,b. One bed,zt. Kerry,Kerry,Southern,County,408.69,3545
County,Annual Change,2013,b. One bed,r. Kildare,Kildare,Eastern & Midland,County,-0.7,3573
County,Rent Price,2013,b. One bed,r. Kildare,Kildare,Eastern & Midland,County,552.9,3574
County,Annual Change,2013,b. One bed,Cavan Town,Cavan Town,Northern & Western,Settlement,0,3624
County,Rent Price,2013,b. One bed,Cavan Town,Cavan Town,Northern & Western,Settlement,0,3625
County,Rent Price,2013,b. One bed,zo. Waterford,Waterford,Southern,County,426.17,3657
County,Annual Change,2013,b. One bed,Ennis,Ennis,Southern,Settlement,-7.9,3674
County,Rent Price,2013,b. One bed,Ennis,Ennis,Southern,Settlement,368.57,3681
County,Annual Change,2013,b. One bed,Clonakilty,Clonakilty,Southern,Settlement,0.6,3709
County,Rent Price,2013,b. One bed,Clonakilty,Clonakilty,Southern,Settlement,438.67,3710
County,Annual Change,2013,b. One bed,zc. Monaghan,Monaghan,Northern & Western,County,-1.4,3732
County,Rent Price,2013,b. One bed,zc. Monaghan,Monaghan,Northern & Western,County,387.39,3743
County,Annual Change,2013,b. One bed,y. Westmeath,Westmeath,Eastern & Midland,County,-1.1,3752
County,Rent Price,2013,b. One bed,y. Westmeath,Westmeath,Eastern & Midland,County,418.48,3758
County,Annual Change,2013,b. One bed,xy. Offaly,Offaly,Eastern & Midland,County,-3.6,3796
County,Rent Price,2013,b. One bed,xy. Offaly,Offaly,Eastern & Midland,County,410.78,3797
County,Annual Change,2013,b. One bed,t. Wicklow,Wicklow,Eastern & Midland,County,1.1,3833
County,Rent Price,2013,b. One bed,t. Wicklow,Wicklow,Eastern & Midland,County,610.67,3837
County,Annual Change,2013,b. One bed,zoo. Waterford City,Waterford City,Southern,County,-2.7,3839
County,Rent Price,2013,b. One bed,zoo. Waterford City,Waterford City,Southern,County,425.64,3842
County,Annual Change,2013,b. One bed,zi. Roscommon,Roscommon,Northern & Western,County,-5.9,3843
County,Rent Price,2013,b. One bed,zi. Roscommon,Roscommon,Northern & Western,County,340.8,3848
County,Annual Change,2013,b. One bed,zd. Sligo,Sligo,Northern & Western,County,3.7,3884
County,Rent Price,2013,b. One bed,zd. Sligo,Sligo,Northern & Western,County,474.6,3885
County,Annual Change,2013,b. One bed,zl. Tipperary,Tipperary,Southern,County,-7,3896
County,Rent Price,2013,b. One bed,zl. Tipperary,Tipperary,Southern,County,393.72,3899
County,Annual Change,2013,b. One bed,zo. Waterford,Waterford,Southern,County,-2.7,3941
County,Annual Change,2013,b. One bed,Carlow Town,Carlow Town,Southern,Settlement,-4.9,3959
County,Rent Price,2013,b. One bed,Carlow Town,Carlow Town,Southern,Settlement,440.21,3960
County,Annual Change,2013,b. One bed,zp. Wexford,Wexford,Southern,County,-1.1,3987
County,Rent Price,2013,b. One bed,zp. Wexford,Wexford,Southern,County,411.1,3988
County,Annual Change,2013,b. One bed,Portlaoise,Portlaoise,Eastern & Midland,Settlement,1,4006
County,Annual Change,2013,b. One bed,Mallow,Mallow,Southern,Settlement,7.3,4014
County,Rent Price,2013,b. One bed,Mallow,Mallow,Southern,Settlement,481.38,4015
County,Annual Change,2013,b. One bed,Letterkenny,Letterkenny,Northern & Western,Settlement,-6.5,4043
County,Rent Price,2013,b. One bed,Letterkenny,Letterkenny,Northern & Western,Settlement,324.92,4044
County,Rent Price,2013,b. One bed,Portlaoise,Portlaoise,Eastern & Midland,Settlement,407.32,4069
County,Annual Change,2013,b. One bed,Newcastle West,Newcastle West,Southern,Settlement,0,4096
County,Annual Change,2013,b. One bed,Kilkenny City,Kilkenny City,Southern,Settlement,-3.4,4109
County,Rent Price,2013,b. One bed,Kilkenny City,Kilkenny City,Southern,Settlement,452.99,4110
County,Rent Price,2013,b. One bed,Newcastle West,Newcastle West,Southern,Settlement,0,4141
County,Annual Change,2013,b. One bed,Killarney,Killarney,Southern,Settlement,6.5,4150
County,Rent Price,2013,b. One bed,Killarney,Killarney,Southern,Settlement,451.64,4155
County,Annual Change,2013,b. One bed,Maynooth,Maynooth,Eastern & Midland,Settlement,4.4,4162
County,Rent Price,2013,b. One bed,Maynooth,Maynooth,Eastern & Midland,Settlement,647.03,4167
County,Annual Change,2013,b. One bed,Swords,Swords,Eastern & Midland,Settlement,4.6,4214
County,Rent Price,2013,b. One bed,Swords,Swords,Eastern & Midland,Settlement,784.52,4219
County,Annual Change,2013,b. One bed,Naas,Naas,Eastern & Midland,Settlement,1.1,4239
County,Rent Price,2013,b. One bed,Naas,Naas,Eastern & Midland,Settlement,596.82,4240
County,Annual Change,2013,b. One bed,Drogheda,Drogheda,Eastern & Midland,Settlement,4.5,4293
County,Rent Price,2013,b. One bed,Drogheda,Drogheda,Eastern & Midland,Settlement,505.87,4298
County,Annual Change,2013,b. One bed,Carrick-On-Shannon,Carrick-On-Shannon,Northern & Western,Settlement,-3.5,4310
County,Rent Price,2013,b. One bed,Carrick-On-Shannon,Carrick-On-Shannon,Northern & Western,Settlement,321.45,4314
County,Annual Change,2013,b. One bed,Tralee,Tralee,Southern,Settlement,-0.9,4321
County,Rent Price,2013,b. One bed,Tralee,Tralee,Southern,Settlement,409.26,4326
County,Annual Change,2013,b. One bed,Tuam,Tuam,Northern & Western,Settlement,0,4330
County,Rent Price,2013,b. One bed,Tuam,Tuam,Northern & Western,Settlement,438.72,4335
County,Annual Change,2013,b. One bed,Ballinasloe,Ballinasloe,Northern & Western,Settlement,0,4371
County,Rent Price,2013,b. One bed,Ballinasloe,Ballinasloe,Northern & Western,Settlement,0,4375
County,Annual Change,2013,b. One bed,Monaghan Town,Monaghan Town,Northern & Western,Settlement,-100,4412
County,Rent Price,2013,b. One bed,Monaghan Town,Monaghan Town,Northern & Western,Settlement,0,4413
County,Annual Change,2013,b. One bed,Tullamore,Tullamore,Eastern & Midland,Settlement,0,4447
County,Rent Price,2013,b. One bed,Tullamore,Tullamore,Eastern & Midland,Settlement,399.18,4448
County,Annual Change,2013,b. One bed,Drogheda,Drogheda,Eastern & Midland,Settlement,4.5,4480
County,Rent Price,2013,b. One bed,Drogheda,Drogheda,Eastern & Midland,Settlement,505.87,4485
County,Annual Change,2013,b. One bed,Sligo Town,Sligo Town,Southern,Settlement,10.1,4506
County,Rent Price,2013,b. One bed,Sligo Town,Sligo Town,Southern,Settlement,464.52,4507
County,Annual Change,2013,b. One bed,Ballina,Clonmel,Southern,Settlement,-9.8,4535
County,Rent Price,2013,b. One bed,Ballina,Clonmel,Southern,Settlement,429.95,4540
County,Annual Change,2013,b. One bed,Nenagh,Dungarvan,Eastern & Midland,Settlement,0,4569
County,Rent Price,2013,b. One bed,Nenagh,Dungarvan,Eastern & Midland,Settlement,441.37,4575
County,Annual Change,2013,b. One bed,Mullingar,Mullingar,Eastern & Midland,Settlement,-1,4603
County,Rent Price,2013,b. One bed,Mullingar,Mullingar,Eastern & Midland,Settlement,391.72,4604
County,Annual Change,2013,b. One bed,Dundalk,Dundalk,Eastern & Midland,Settlement,-5.8,4636
County,Rent Price,2013,b. One bed,Dundalk,Dundalk,Eastern & Midland,Settlement,461.61,4640
County,Annual Change,2013,b. One bed,Roscommon Town,Roscommon Town,Northern & Western,Settlement,0,4645
County,Rent Price,2013,b. One bed,Roscommon Town,Roscommon Town,Northern & Western,Settlement,0,4650
County,Annual Change,2013,b. One bed,Castlebar,Castlebar,Northern & Western,Settlement,-9.4,4682
County,Rent Price,2013,b. One bed,Castlebar,Castlebar,Northern & Western,Settlement,393.04,4687
County,Annual Change,2013,b. One bed,Clonmel,Nenagh,Southern,Settlement,-2.7,4711
County,Rent Price,2013,b. One bed,Clonmel,Nenagh,Southern,Settlement,351.32,4716
County,Annual Change,2013,b. One bed,Navan,Navan,Eastern & Midland,Settlement,-1.3,4719
County,Rent Price,2013,b. One bed,Navan,Navan,Eastern & Midland,Settlement,466.61,4729
County,Annual Change,2013,b. One bed,Ballina,Ballina,Northern & Western,Settlement,-2.8,4782
County,Rent Price,2013,b. One bed,Ballina,Ballina,Northern & Western,Settlement,399.75,4786
County,Annual Change,2013,b. One bed,Dungarvan,Athlone,Northern & Western,Settlement,0,4789
County,Rent Price,2013,b. One bed,Dungarvan,Athlone,Northern & Western,Settlement,0,4793
County,Annual Change,2013,c. Two bed,z. Cavan,Cavan,Northern & Western,County,1.3,4818
County,Rent Price,2013,c. Two bed,z. Cavan,Cavan,Northern & Western,County,400.13,4819
County,Annual Change,2013,b. One bed,Wicklow Town,Wicklow Town,Eastern & Midland,Settlement,-3,4860
County,Annual Change,2013,c. Two bed,zr. Cork City,Cork City,Southern,County,3.3,4865
County,Rent Price,2013,b. One bed,Wicklow Town,Wicklow Town,Eastern & Midland,Settlement,478.94,4867
County,Rent Price,2020,b. One bed,zr. Cork City,Cork City,Southern,County,958.47,2507
County,Annual Change,2013,c. Two bed,zq. Cork,Cork,Southern,County,2.5,4906
County,Rent Price,2013,c. Two bed,zq. Cork,Cork,Southern,County,706.61,4907
County,Annual Change,2013,c. Two bed,m. Dublin,Dublin,Eastern & Midland,County,4.3,4946
County,Rent Price,2013,c. Two bed,m. Dublin,Dublin,Eastern & Midland,County,1070.2,4951
County,Annual Change,2013,b. One bed,Rathnew,Rathnew,Eastern & Midland,Settlement,0,4963
County,Rent Price,2013,b. One bed,Rathnew,Rathnew,Eastern & Midland,Settlement,0,4973
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 2,Dublin 2,Eastern & Midland,County,5.5,4996
County,Annual Change,2013,c. Two bed,zm. Carlow,Carlow,Southern,County,-2.9,5025
County,Rent Price,2013,c. Two bed,zm. Carlow,Carlow,Southern,County,553.69,5026
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 2,Dublin 2,Eastern & Midland,County,1368.73,5039
County,Annual Change,2013,c. Two bed,zj. Clare,Clare,Southern,County,-1.1,5040
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 3,Dublin 3,Eastern & Midland,County,6.1,5071
County,Rent Price,2013,c. Two bed,zj. Clare,Clare,Southern,County,466.01,5073
County,Annual Change,2013,b. One bed,Gorey,Gorey,Eastern & Midland,Settlement,-3.1,5098
County,Rent Price,2013,b. One bed,Gorey,Gorey,Eastern & Midland,Settlement,408.3,5102
County,Annual Change,2013,c. Two bed,za. Donegal,Donegal,Northern & Western,County,-3.5,5128
County,Rent Price,2013,c. Two bed,za. Donegal,Donegal,Northern & Western,County,387.84,5132
County,Annual Change,2013,b. One bed,Bray,Bray,Eastern & Midland,Settlement,1.1,5137
County,Rent Price,2013,b. One bed,Bray,Bray,Eastern & Midland,Settlement,664.71,5141
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 1,Dublin 1,Eastern & Midland,County,3.4,5151
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 1,Dublin 1,Eastern & Midland,County,1124.81,5155
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 8,Dublin 8,Eastern & Midland,County,4.7,5227
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 8,Dublin 8,Eastern & Midland,County,1008.24,5228
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 3,Dublin 3,Eastern & Midland,County,1045.05,5251
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 9,Dublin 9,Eastern & Midland,County,4.9,5267
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 9,Dublin 9,Eastern & Midland,County,978.66,5274
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 10,Dublin 10,Eastern & Midland,County,0.4,5320
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 10,Dublin 10,Eastern & Midland,County,883.9,5321
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 5,Dublin 5,Eastern & Midland,County,3.9,5351
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 5,Dublin 5,Eastern & Midland,County,1000.88,5357
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 11,Dublin 11,Eastern & Midland,County,2.4,5366
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 11,Dublin 11,Eastern & Midland,County,904.55,5372
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 6W,Dublin 6W,Eastern & Midland,County,2.4,5391
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 6W,Dublin 6W,Eastern & Midland,County,1091.65,5396
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 13,Dublin 13,Eastern & Midland,County,2.4,5408
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 13,Dublin 13,Eastern & Midland,County,994.45,5413
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 6,Dublin 6,Eastern & Midland,County,6.7,5436
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 6,Dublin 6,Eastern & Midland,County,1152.52,5437
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 4,Dublin 4,Eastern & Midland,County,6,5474
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 4,Dublin 4,Eastern & Midland,County,1366.39,5478
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 15,Dublin 15,Eastern & Midland,County,4.1,5506
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 15,Dublin 15,Eastern & Midland,County,942.8,5511
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 12,Dublin 12,Eastern & Midland,County,2.5,5540
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 12,Dublin 12,Eastern & Midland,County,953.89,5545
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 14,Dublin 14,Eastern & Midland,County,3.8,5570
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 14,Dublin 14,Eastern & Midland,County,1175.75,5575
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 7,Dublin 7,Eastern & Midland,County,4.6,5590
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 7,Dublin 7,Eastern & Midland,County,981.23,5592
County,Annual Change,2013,c. Two bed,zkk. Limerick City,Limerick City,Southern,County,-2.7,5630
County,Rent Price,2013,c. Two bed,zkk. Limerick City,Limerick City,Southern,County,575.95,5632
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 16,Dublin 16,Eastern & Midland,County,5.7,5634
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 16,Dublin 16,Eastern & Midland,County,1138.19,5637
County,Annual Change,2013,c. Two bed,ze. Galway,Galway,Northern & Western,County,0.4,5643
County,Rent Price,2013,c. Two bed,ze. Galway,Galway,Northern & Western,County,691.78,5670
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 17,Dublin 17,Eastern & Midland,County,2.2,5710
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 17,Dublin 17,Eastern & Midland,County,934.6,5711
County,Annual Change,2013,c. Two bed,w. Longford,Longford,Eastern & Midland,County,-4.7,5734
County,Rent Price,2013,c. Two bed,w. Longford,Longford,Eastern & Midland,County,345.61,5738
County,Annual Change,2013,c. Two bed,zt. Kerry,Kerry,Southern,County,-0.1,5751
County,Rent Price,2013,c. Two bed,zt. Kerry,Kerry,Southern,County,502.51,5757
County,Annual Change,2013,c. Two bed,zn. Kilkenny,Kilkenny,Southern,County,1.2,5772
County,Rent Price,2013,c. Two bed,zn. Kilkenny,Kilkenny,Southern,County,559.36,5773
County,Annual Change,2013,c. Two bed,zk. Limerick,Limerick,Southern,County,-3.2,5801
County,Rent Price,2013,c. Two bed,zk. Limerick,Limerick,Southern,County,563.57,5802
County,Annual Change,2013,c. Two bed,u. Louth,Louth,Eastern & Midland,County,0.7,5836
County,Rent Price,2013,c. Two bed,u. Louth,Louth,Eastern & Midland,County,581.33,5837
County,Annual Change,2013,c. Two bed,r. Kildare,Kildare,Eastern & Midland,County,1.6,5879
County,Rent Price,2013,c. Two bed,r. Kildare,Kildare,Eastern & Midland,County,718.64,5880
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 18,Dublin 18,Eastern & Midland,County,3.9,5893
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 24,Dublin 24,Eastern & Midland,County,2.1,5899
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 24,Dublin 24,Eastern & Midland,County,892.36,5900
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 18,Dublin 18,Eastern & Midland,County,1166.45,5904
County,Annual Change,2013,c. Two bed,zf. Galway City,Galway City,Northern & Western,County,1.3,5944
County,Rent Price,2013,c. Two bed,zf. Galway City,Galway City,Northern & Western,County,760.12,5945
D_Postcodes,Annual Change,2013,c. Two bed,Dublin 20,Dublin 20,Eastern & Midland,County,3.5,5987
D_Postcodes,Rent Price,2013,c. Two bed,Dublin 20,Dublin 20,Eastern & Midland,County,928.69,5988
County,Annual Change,2013,c. Two bed,zd. Sligo,Sligo,Northern & Western,County,-1,6007
County,Rent Price,2013,c. Two bed,zd. Sligo,Sligo,Northern & Western,County,515.76,6008
County,Annual Change,2013,c. Two bed,zl. Tipperary,Tipperary,Southern,County,-0.6,6042
County,Rent Price,2013,c. Two bed,zl. Tipperary,Tipperary,Southern,County,481.39,6043
County,Annual Change,2013,c. Two bed,zp. Wexford,Wexford,Southern,County,-1.9,6061
County,Rent Price,2013,c. Two bed,zp. Wexford,Wexford,Southern,County,509.31,6068
County,Annual Change,2013,c. Two bed,Carlow Town,Carlow Town,Southern,Settlement,-2.4,6077
County,Rent Price,2013,c. Two bed,Carlow Town,Carlow Town,Southern,Settlement,562.3,6078
County,Annual Change,2013,c. Two bed,Cavan Town,Cavan Town,Northern & Western,Settlement,-5.1,6106
County,Rent Price,2013,c. Two bed,Cavan Town,Cavan Town,Northern & Western,Settlement,385.56,6107
County,Annual Change,2013,c. Two bed,zo. Waterford,Waterford,Southern,County,-2.7,6164
County,Rent Price,2013,c. Two bed,zo. Waterford,Waterford,Southern,County,498.13,6165
County,Annual Change,2013,c. Two bed,zoo. Waterford City,Waterford City,Southern,County,-2.7,6193
County,Rent Price,2013,c. Two bed,zoo. Waterford City,Waterford City,Southern,County,502.49,6194
County,Annual Change,2013,c. Two bed,zh. Mayo,Mayo,Northern & Western,County,-2.9,6213
County,Rent Price,2013,c. Two bed,zh. Mayo,Mayo,Northern & Western,County,485.28,6218
County,Annual Change,2013,c. Two bed,t. Wicklow,Wicklow,Eastern & Midland,County,1.6,6258
County,Rent Price,2013,c. Two bed,t. Wicklow,Wicklow,Eastern & Midland,County,796.88,6259
County,Annual Change,2013,c. Two bed,y. Westmeath,Westmeath,Eastern & Midland,County,0.5,6279
County,Rent Price,2013,c. Two bed,y. Westmeath,Westmeath,Eastern & Midland,County,523.94,6282
County,Annual Change,2013,c. Two bed,zc. Monaghan,Monaghan,Northern & Western,County,-3.5,6287
County,Rent Price,2013,c. Two bed,zc. Monaghan,Monaghan,Northern & Western,County,455.05,6288
County,Annual Change,2013,c. Two bed,xy. Offaly,Offaly,Eastern & Midland,County,2.2,6316
County,Rent Price,2013,c. Two bed,xy. Offaly,Offaly,Eastern & Midland,County,501.92,6317
County,Annual Change,2013,c. Two bed,zi. Roscommon,Roscommon,Northern & Western,County,-5.4,6350
County,Rent Price,2013,c. Two bed,zi. Roscommon,Roscommon,Northern & Western,County,399.98,6352
County,Annual Change,2013,c. Two bed,s. Meath,Meath,Eastern & Midland,County,0.7,6385
County,Rent Price,2013,c. Two bed,s. Meath,Meath,Eastern & Midland,County,629.39,6387
County,Rent Price,2013,c. Two bed,Tralee,Tralee,Southern,Settlement,509.71,6414
County,Annual Change,2013,c. Two bed,Maynooth,Maynooth,Eastern & Midland,Settlement,3.8,6462
County,Rent Price,2013,c. Two bed,Maynooth,Maynooth,Eastern & Midland,Settlement,857.58,6463
County,Annual Change,2013,c. Two bed,Letterkenny,Letterkenny,Northern & Western,Settlement,-4.2,6485
County,Rent Price,2013,c. Two bed,Letterkenny,Letterkenny,Northern & Western,Settlement,399.94,6494
County,Annual Change,2013,c. Two bed,Naas,Naas,Eastern & Midland,Settlement,2.7,6504
County,Rent Price,2013,c. Two bed,Naas,Naas,Eastern & Midland,Settlement,736.71,6510
County,Annual Change,2013,c. Two bed,Ballinasloe,Ballinasloe,Northern & Western,Settlement,1,6527
County,Rent Price,2013,c. Two bed,Ballinasloe,Ballinasloe,Northern & Western,Settlement,443.43,6528
County,Annual Change,2013,c. Two bed,Tuam,Tuam,Northern & Western,Settlement,-2.5,6556
County,Rent Price,2013,c. Two bed,Tuam,Tuam,Northern & Western,Settlement,489.52,6557
County,Annual Change,2013,c. Two bed,Killarney,Killarney,Southern,Settlement,1.7,6577
County,Rent Price,2013,c. Two bed,Killarney,Killarney,Southern,Settlement,582.2,6582
County,Annual Change,2013,c. Two bed,Ennis,Ennis,Southern,Settlement,-0.9,6592
County,Rent Price,2013,c. Two bed,Ennis,Ennis,Southern,Settlement,440.05,6597
County,Annual Change,2013,c. Two bed,Mallow,Mallow,Southern,Settlement,3.9,6636
County,Rent Price,2013,c. Two bed,Mallow,Mallow,Southern,Settlement,498.52,6640
County,Annual Change,2013,c. Two bed,Clonakilty,Clonakilty,Southern,Settlement,3,6689
County,Rent Price,2013,c. Two bed,Clonakilty,Clonakilty,Southern,Settlement,525.5,6690
County,Annual Change,2013,c. Two bed,Swords,Swords,Eastern & Midland,Settlement,3.7,6694
County,Rent Price,2013,c. Two bed,Swords,Swords,Eastern & Midland,Settlement,912.28,6698
County,Annual Change,2013,c. Two bed,Kilkenny City,Kilkenny City,Southern,Settlement,1.4,6701
County,Rent Price,2013,c. Two bed,Kilkenny City,Kilkenny City,Southern,Settlement,585.31,6705
County,Annual Change,2013,c. Two bed,Tralee,Tralee,Southern,Settlement,0.5,6725
County,Annual Change,2013,c. Two bed,Portlaoise,Portlaoise,Eastern & Midland,Settlement,0.5,6766
County,Rent Price,2013,c. Two bed,Portlaoise,Portlaoise,Eastern & Midland,Settlement,485.44,6767
County,Annual Change,2013,c. Two bed,Carrick-On-Shannon,Carrick-On-Shannon,Northern & Western,Settlement,-0.3,6795
County,Rent Price,2013,c. Two bed,Carrick-On-Shannon,Carrick-On-Shannon,Northern & Western,Settlement,373.16,6796
County,Annual Change,2013,c. Two bed,Tullamore,Tullamore,Northern & Western,Settlement,3,6827
County,Rent Price,2013,c. Two bed,Tullamore,Tullamore,Northern & Western,Settlement,527.95,6828
County,Annual Change,2013,c. Two bed,Drogheda,Drogheda,Eastern & Midland,Settlement,1.6,6864
County,Rent Price,2013,c. Two bed,Drogheda,Drogheda,Eastern & Midland,Settlement,605.69,6868
County,Annual Change,2013,c. Two bed,Clonmel,Nenagh,Southern,Settlement,2.9,6893
County,Rent Price,2013,c. Two bed,Clonmel,Nenagh,Southern,Settlement,460.15,6894
County,Annual Change,2013,c. Two bed,Roscommon Town,Roscommon Town,Eastern & Midland,Settlement,-5.1,6948
County,Rent Price,2013,c. Two bed,Roscommon Town,Roscommon Town,Eastern & Midland,Settlement,449.2,6949
County,Annual Change,2013,c. Two bed,Sligo Town,Sligo Town,Northern & Western,Settlement,0.2,6977
County,Rent Price,2013,c. Two bed,Sligo Town,Sligo Town,Northern & Western,Settlement,530.92,6978
County,Annual Change,2013,c. Two bed,Castlebar,Castlebar,Northern & Western,Settlement,-2.5,6994
County,Rent Price,2013,c. Two bed,Castlebar,Castlebar,Northern & Western,Settlement,485.71,6998
County,Annual Change,2013,c. Two bed,Ballina,Ballina,Northern & Western,Settlement,-3.7,7011
County,Rent Price,2013,c. Two bed,Ballina,Ballina,Northern & Western,Settlement,477.89,7016
County,Annual Change,2013,c. Two bed,Navan,Navan,Eastern & Midland,Settlement,-0.5,7052
County,Rent Price,2013,c. Two bed,Navan,Navan,Eastern & Midland,Settlement,563.24,7057
County,Annual Change,2013,c. Two bed,Dundalk,Dundalk,Eastern & Midland,Settlement,0.9,7092
County,Annual Change,2013,c. Two bed,Newcastle West,Newcastle West,Southern,Settlement,2.1,7096
County,Rent Price,2013,c. Two bed,Dundalk,Dundalk,Eastern & Midland,Settlement,559.17,7097
County,Rent Price,2013,c. Two bed,Newcastle West,Newcastle West,Southern,Settlement,455.74,7101
County,Annual Change,2013,c. Two bed,Drogheda,Drogheda,Northern & Western,Settlement,1.6,7133
County,Rent Price,2013,c. Two bed,Drogheda,Drogheda,Northern & Western,Settlement,605.69,7138
County,Annual Change,2013,c. Two bed,Ballina,Clonmel,Southern,Settlement,-4.1,7155
County,Rent Price,2013,c. Two bed,Ballina,Clonmel,Southern,Settlement,531.17,7159
County,Annual Change,2013,c. Two bed,Monaghan Town,Monaghan Town,Eastern & Midland,Settlement,-1.8,7192
County,Rent Price,2013,c. Two bed,Monaghan Town,Monaghan Town,Eastern & Midland,Settlement,485.47,7194
County,Annual Change,2013,d. Three bed,zj. Clare,Clare,Southern,County,-1.7,7213
